Direction,sender,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label,line_number,suspicion_score,is_suspicious
Outgoing,Gina Nelson,Paul Schaefer,01/02/2025 19:35,01/03/2025 03:35,ç«,,,False,drug,927,0.3127079260305171,False
Outgoing,Marie Roth,Ronald Williams,01/21/2025 10:46,01/21/2025 18:46,catch up later,,,False,normal,928,0.3127079260305171,False
Incoming,Mariah Carter,Jesse White,01/07/2025 07:12,01/07/2025 15:12,one g,,,False,drug,929,0.3127079260305171,False
Incoming,Mary Schneider,Julie Martin,01/05/2025 13:54,01/05/2025 21:54,è´§ ready,,,False,drug,930,0.3127079260305171,False
Outgoing,Cindy Edwards,Travis Adams,01/15/2025 17:52,01/16/2025 01:52,family dinner,,,False,normal,931,0.3127079260305171,False
Incoming,Robert Dudley,Samantha Estrada MD,01/13/2025 09:04,01/13/2025 17:04,lunch break,,,False,normal,932,0.3127079260305171,False
Incoming,Joanna Smith,Cory Evans,01/12/2025 06:04,01/12/2025 14:04,apa khabar?,,,False,normal,933,0.3127079260305171,False
Outgoing,Peter Williams,Karen Cochran,01/08/2025 01:33,01/08/2025 09:33,barang ori,,,False,drug,934,0.4991575369830738,True
Incoming,Michelle Nelson,David Smith,01/05/2025 03:21,01/05/2025 11:21,smoke,,,False,drug,935,0.3127079260305171,False
Outgoing,Jason Ward,Diane Mcdowell,01/06/2025 01:26,01/06/2025 09:26,gram,,,False,drug,936,0.3127079260305171,False
Incoming,William Mitchell,Michelle Glover,01/12/2025 15:44,01/12/2025 23:44,drive safe,,,False,normal,937,0.3127079260305171,False
Outgoing,Philip Bell,Brenda Heath,01/18/2025 06:47,01/18/2025 14:47,jalan-jalan,,,False,normal,938,0.3127079260305171,False
Outgoing,Gregory Crawford,Tammy Lopez,01/11/2025 01:21,01/11/2025 09:21,family dinner,,,False,normal,939,0.3127079260305171,False
Incoming,David Nunez,Sonya Carter,01/02/2025 15:13,01/02/2025 23:13,paket,,,False,drug,940,0.3127079260305171,False
Outgoing,Rachel Little,Peter White,01/03/2025 16:17,01/04/2025 00:17,ambil barang,,,False,drug,941,0.4991575369830738,True
Incoming,Renee Thomas,Brenda Vasquez,01/07/2025 16:59,01/08/2025 00:59,gram,,,False,drug,942,0.3127079260305171,False
Incoming,Desiree Jones,Trevor Lynch,01/14/2025 23:38,01/15/2025 07:38,jalan-jalan,,,False,normal,943,0.3127079260305171,False
Outgoing,Dawn Lopez,Karl Cook,01/08/2025 10:58,01/08/2025 18:58,barang ori,,,False,drug,944,0.4991575369830738,True
Incoming,Denise Castro,Madeline Davis,01/19/2025 02:40,01/19/2025 10:40,assignment siap?,,,False,normal,945,0.3127079260305171,False
Outgoing,David Rodriguez,George Huffman,01/03/2025 14:14,01/03/2025 22:14,syabu,,,False,drug,946,0.4991575369830738,True
Incoming,Tina Anderson,Jennifer Brown,01/21/2025 09:30,01/21/2025 17:30,jalan-jalan,,,False,normal,947,0.3127079260305171,False
Incoming,Timothy Jones,Rachel May,01/13/2025 05:42,01/13/2025 13:42,on the way,,,False,normal,948,0.3127079260305171,False
Outgoing,Jack Vang,Victoria Hill,01/19/2025 16:34,01/20/2025 00:34,later go movie,,,False,normal,949,0.3127079260305171,False
Outgoing,Sarah Ruiz,Richard Hudson,01/19/2025 17:01,01/20/2025 01:01,lunch break,,,False,normal,950,0.3127079260305171,False
Incoming,Jennifer Savage,Courtney Anderson,01/09/2025 08:36,01/09/2025 16:36,paket,,,False,drug,951,0.3127079260305171,False
Incoming,Christian Randall,Laura Garcia,01/16/2025 10:47,01/16/2025 18:47,catch up later,,,False,normal,952,0.3127079260305171,False
Incoming,Ashley Morrison,Makayla Evans,01/17/2025 00:02,01/17/2025 08:02,assignment siap?,,,False,normal,953,0.3127079260305171,False
Incoming,Shane Scott,Diana Flores,01/06/2025 01:46,01/06/2025 09:46,pil kuda,,,False,drug,954,0.3127079260305171,False
Outgoing,Alexandra Sims,Teresa Ferguson,01/17/2025 14:23,01/17/2025 22:23,working late,,,False,normal,955,0.3127079260305171,False
Incoming,Christina Snyder,Samuel Kidd,01/19/2025 22:52,01/20/2025 06:52,catch up later,,,False,normal,956,0.3127079260305171,False
Outgoing,Cassandra Hernandez,Brian Sanchez,01/22/2025 12:27,01/22/2025 20:27,lunch break,,,False,normal,957,0.3127079260305171,False
Outgoing,Megan Dyer,Johnny Richard,01/07/2025 13:59,01/07/2025 21:59,ubat kuat,,,False,drug,958,0.3127079260305171,False
Outgoing,Seth Wright,Victor Peterson,01/21/2025 13:33,01/21/2025 21:33,working late,,,False,normal,959,0.3127079260305171,False
Incoming,Diana Figueroa,Anna Oliver,01/22/2025 20:01,01/23/2025 04:01,how are you?,,,False,normal,960,0.3127079260305171,False
Incoming,Charles Patel,Connor Powell,01/20/2025 00:27,01/20/2025 08:27,see you at mall,,,False,normal,961,0.3127079260305171,False
Incoming,Heidi Hall,Sheila Morse,01/13/2025 06:04,01/13/2025 14:04,apa khabar?,,,False,normal,962,0.3127079260305171,False
Incoming,Tina Hernandez,Donald Duran,01/06/2025 16:17,01/07/2025 00:17,barang ori,,,False,drug,963,0.4991575369830738,True
Incoming,James Morris,Alejandro Johnson,01/02/2025 10:20,01/02/2025 18:20,port biasa,,,False,drug,964,0.3127079260305171,False
Outgoing,Dale Nielsen,Martha Pena,01/10/2025 15:55,01/10/2025 23:55,assignment siap?,,,False,normal,965,0.3127079260305171,False
Outgoing,Andrea Collins,John Hicks,01/10/2025 09:56,01/10/2025 17:56,exam coming soon,,,False,normal,966,0.3127079260305171,False
Incoming,Maria Ramirez,Jacob Wilson,01/14/2025 17:05,01/15/2025 01:05,on the way,,,False,normal,967,0.3127079260305171,False
Incoming,Paul Olson,Katherine Bates,01/06/2025 12:59,01/06/2025 20:59,gram,,,False,drug,968,0.3127079260305171,False
Incoming,Donald Brown,Casey Chambers,01/21/2025 13:54,01/21/2025 21:54,meeting at 3pm,,,False,normal,969,0.3127079260305171,False
Incoming,Thomas Browning Jr.,Jeremiah Howard,01/12/2025 12:34,01/12/2025 20:34,jalan-jalan,,,False,normal,970,0.3127079260305171,False
Outgoing,David Valencia,Travis Mathews,01/14/2025 15:05,01/14/2025 23:05,meeting at 3pm,,,False,normal,971,0.3127079260305171,False
Outgoing,Rebecca Adams,William Williams,01/08/2025 14:27,01/08/2025 22:27,å°æ¯,,,False,drug,972,0.3127079260305171,False
Outgoing,Alfred Luna,Richard Berger,01/09/2025 11:31,01/09/2025 19:31,ice,,,False,drug,973,0.4681264086466392,True
Incoming,Zoe Byrd,Lindsey Schmidt,01/08/2025 16:45,01/09/2025 00:45,half g,,,False,drug,974,0.3127079260305171,False
Outgoing,Thomas Chapman,Samuel Wright,01/04/2025 12:21,01/04/2025 20:21,ç½ç²,,,False,drug,975,0.3127079260305171,False
Incoming,Mark Reid,Theresa Williams,01/18/2025 10:07,01/18/2025 18:07,jalan-jalan,,,False,normal,976,0.3127079260305171,False
Incoming,Angela Taylor,Robert Holmes,01/14/2025 13:01,01/14/2025 21:01,how are you?,,,False,normal,977,0.3127079260305171,False
Outgoing,Brett Flores,Kevin Taylor,01/01/2025 09:57,01/01/2025 17:57,è´§ ready,,,False,drug,978,0.3127079260305171,False
Outgoing,Amy Oneal,Allen Martin,01/07/2025 12:35,01/07/2025 20:35,ubat kuat,,,False,drug,979,0.3127079260305171,False
Outgoing,Ricky Erickson,Jacqueline Jackson,01/03/2025 05:03,01/03/2025 13:03,rehab tak?,,,False,drug,980,0.3127079260305171,False
Incoming,Debra Green,Dylan Ward,01/14/2025 16:16,01/15/2025 00:16,exam coming soon,,,False,normal,981,0.3127079260305171,False
Outgoing,Allen Gallegos,Christina Hatfield,01/04/2025 00:08,01/04/2025 08:08,half g,,,False,drug,982,0.3127079260305171,False
Incoming,Robert Saunders,Tasha Atkinson MD,01/17/2025 06:31,01/17/2025 14:31,how are you?,,,False,normal,983,0.3127079260305171,False
Incoming,Rita Dougherty,Julie Thompson,01/06/2025 09:30,01/06/2025 17:30,budak hantar,,,False,drug,984,0.3127079260305171,False
Outgoing,Carrie Perkins,Christie York,01/01/2025 10:55,01/01/2025 18:55,syabu,,,False,drug,985,0.4991575369830738,True
Incoming,Mr. Joshua Long,Danielle Weeks,01/22/2025 12:38,01/22/2025 20:38,family dinner,,,False,normal,986,0.3127079260305171,False
Incoming,Carolyn Davis,Jesse Martin,01/19/2025 08:46,01/19/2025 16:46,family dinner,,,False,normal,987,0.3127079260305171,False
Incoming,Theresa Moore,Andrew Young,01/09/2025 05:59,01/09/2025 13:59,ambil barang,,,False,drug,988,0.4991575369830738,True
Incoming,Philip Evans,Carolyn Morse,01/11/2025 08:46,01/11/2025 16:46,apa khabar?,,,False,normal,989,0.3127079260305171,False
Outgoing,Sylvia Fowler,Taylor Ritter,01/21/2025 03:55,01/21/2025 11:55,ok see you tomorrow,,,False,normal,990,0.3127079260305171,False
Incoming,Mary Gray,Taylor Koch,01/03/2025 11:36,01/03/2025 19:36,port biasa,,,False,drug,991,0.3127079260305171,False
Incoming,Sheri Burton,James Grant,01/18/2025 19:49,01/19/2025 03:49,later go movie,,,False,normal,992,0.3127079260305171,False
Incoming,Jason Singleton,Alison Peters,01/03/2025 05:53,01/03/2025 13:53,pil kuda,,,False,drug,993,0.3127079260305171,False
Outgoing,Elizabeth Hunter,Jessica Holder,01/13/2025 06:19,01/13/2025 14:19,jalan-jalan,,,False,normal,994,0.3127079260305171,False
Outgoing,Lisa Brooks,Jennifer Dawson,01/10/2025 03:13,01/10/2025 11:13,rehab tak?,,,False,drug,995,0.3127079260305171,False
Incoming,Alex Johnson,Todd Wolfe,01/08/2025 10:12,01/08/2025 18:12,ubat kuat,,,False,drug,996,0.3127079260305171,False
Incoming,Justin Monroe,James Moore,01/06/2025 10:28,01/06/2025 18:28,ubat kuat,,,False,drug,997,0.3127079260305171,False
Incoming,Jennifer White,Amber Robinson,01/09/2025 05:03,01/09/2025 13:03,barang ori,,,False,drug,998,0.4991575369830738,True
Incoming,Andrew Schroeder,Bryan Hanson,01/02/2025 21:20,01/03/2025 05:20,rehab tak?,,,False,drug,999,0.3127079260305171,False
Outgoing,Natasha Solis,Casey Wilson,01/15/2025 08:05,01/15/2025 16:05,ok see you tomorrow,,,False,normal,1000,0.3127079260305171,False
Outgoing,Brian Ortiz,Danielle Bentley,01/04/2025 02:27,01/04/2025 10:27,stuff,,,False,drug,1001,0.4681264086466392,True
Incoming,Jonathon Walters,Keith Mercado MD,01/12/2025 14:12,01/12/2025 22:12,shopping,,,False,normal,1002,0.3127079260305171,False
Outgoing,Brenda Chambers,Brian Smith,01/11/2025 18:37,01/12/2025 02:37,game tonight,,,False,normal,1003,0.3127079260305171,False
Incoming,John Martinez,Sandra Juarez,01/02/2025 01:24,01/02/2025 09:24,gram,,,False,drug,1004,0.3127079260305171,False
Incoming,Darren Rose,Diane Brennan,01/04/2025 12:08,01/04/2025 20:08,syabu,,,False,drug,1005,0.4991575369830738,True
Outgoing,Jimmy Lopez,Dr. Teresa Barnes,01/03/2025 18:34,01/04/2025 02:34,gram,,,False,drug,1006,0.3127079260305171,False
Incoming,William Miller,Gregory Mahoney,01/19/2025 18:21,01/20/2025 02:21,assignment siap?,,,False,normal,1007,0.3127079260305171,False
Incoming,Dalton Gonzalez,Jasmine Campbell,01/08/2025 03:57,01/08/2025 11:57,ambil barang,,,False,drug,1008,0.4991575369830738,True
Incoming,Rachel Lee,Blake Turner,01/11/2025 13:52,01/11/2025 21:52,jalan-jalan,,,False,normal,1009,0.3127079260305171,False
Incoming,Erik Clark,Jesse Rogers,01/05/2025 18:14,01/06/2025 02:14,barang ori,,,False,drug,1010,0.4991575369830738,True
Incoming,Curtis Woods,William Wallace,01/09/2025 22:14,01/10/2025 06:14,smoke,,,False,drug,1011,0.3127079260305171,False
Outgoing,Laurie Davis,Christian Sanders,01/12/2025 16:04,01/13/2025 00:04,on the way,,,False,normal,1012,0.3127079260305171,False
Outgoing,Melissa Cross,Benjamin Valencia,01/18/2025 08:47,01/18/2025 16:47,catch up later,,,False,normal,1013,0.3127079260305171,False
Outgoing,Justin Stevens,Donna Davis,01/20/2025 01:52,01/20/2025 09:52,shopping,,,False,normal,1014,0.3127079260305171,False
Incoming,Christopher Contreras,Donna Zimmerman,01/07/2025 15:12,01/07/2025 23:12,ice,,,False,drug,1015,0.4681264086466392,True
Outgoing,Jose Kelly,Michael Kramer,01/17/2025 05:45,01/17/2025 13:45,catch up later,,,False,normal,1016,0.3127079260305171,False
Incoming,Christopher Roberson,Jeffrey Hernandez,01/17/2025 22:19,01/18/2025 06:19,later go movie,,,False,normal,1017,0.3127079260305171,False
Incoming,David Reynolds Jr.,David Long,01/22/2025 12:09,01/22/2025 20:09,jom makan,,,False,normal,1018,0.3127079260305171,False
Outgoing,Peggy Myers,Kelly Garza,01/03/2025 03:39,01/03/2025 11:39,stuff,,,False,drug,1019,0.4681264086466392,True
Incoming,Joseph Smith,Samantha Sims,01/18/2025 14:41,01/18/2025 22:41,catch up later,,,False,normal,1020,0.3127079260305171,False
Incoming,Robert Hicks,Rebecca Blake,01/11/2025 14:44,01/11/2025 22:44,game tonight,,,False,normal,1021,0.3127079260305171,False
Outgoing,Thomas Martinez,Ms. Caitlin Berry,01/11/2025 21:41,01/12/2025 05:41,on the way,,,False,normal,1022,0.3127079260305171,False
Outgoing,Andrew Bean,James Sims,01/17/2025 17:15,01/18/2025 01:15,working late,,,False,normal,1023,0.3127079260305171,False
Incoming,Mr. Jeffery Allen,Tony Townsend,01/21/2025 14:29,01/21/2025 22:29,jalan-jalan,,,False,normal,1024,0.3127079260305171,False
Incoming,Anthony Hines,Christina Valencia,01/04/2025 09:57,01/04/2025 17:57,rehab tak?,,,False,drug,1025,0.3127079260305171,False
Outgoing,Jason Wyatt,Emily Moran,01/12/2025 04:32,01/12/2025 12:32,meeting at 3pm,,,False,normal,1026,0.3127079260305171,False
Outgoing,Katherine Thomas,Jason Johnston,01/17/2025 08:57,01/17/2025 16:57,on the way,,,False,normal,1027,0.3127079260305171,False
Incoming,Randy Nelson,Brianna Gonzalez,01/12/2025 08:48,01/12/2025 16:48,family dinner,,,False,normal,1028,0.3127079260305171,False
Incoming,Gregory Mullins,Joshua Dunn,01/03/2025 06:43,01/03/2025 14:43,stuff,,,False,drug,1029,0.4681264086466392,True
Incoming,Anthony Salazar,Corey Wise,01/07/2025 20:27,01/08/2025 04:27,check line,,,False,drug,1030,0.3127079260305171,False
Outgoing,Donald Rice,Jason Hopkins,01/21/2025 12:08,01/21/2025 20:08,game tonight,,,False,normal,1031,0.3127079260305171,False
Incoming,Debra Henry,Felicia Clark,01/08/2025 02:44,01/08/2025 10:44,ç½ç²,,,False,drug,1032,0.3127079260305171,False
Incoming,Caitlin Brooks,Susan Lynch,01/17/2025 18:14,01/18/2025 02:14,later go movie,,,False,normal,1033,0.3127079260305171,False
Incoming,Ashley Lawson,Matthew Perry,01/22/2025 15:00,01/22/2025 23:00,good night,,,False,normal,1034,0.3127079260305171,False
Outgoing,Debra Peterson,Alvin Lee,01/06/2025 20:43,01/07/2025 04:43,pil kuda,,,False,drug,1035,0.3127079260305171,False
Incoming,Travis Johnson,Dakota Peterson,01/19/2025 19:21,01/20/2025 03:21,catch up later,,,False,normal,1036,0.3127079260305171,False
Outgoing,Christine Harris,Joseph Schmidt,01/18/2025 18:16,01/19/2025 02:16,good night,,,False,normal,1037,0.3127079260305171,False
Outgoing,Roy Griffin,Jared Hartman,01/19/2025 19:53,01/20/2025 03:53,football match best,,,False,normal,1038,0.3127079260305171,False
Outgoing,Benjamin Thompson,Matthew Nunez,01/17/2025 23:12,01/18/2025 07:12,on the way,,,False,normal,1039,0.3127079260305171,False
Incoming,Julian Meyer,Robert Medina,01/19/2025 15:55,01/19/2025 23:55,good night,,,False,normal,1040,0.3127079260305171,False
Incoming,Christopher Thompson,James Roberts,01/19/2025 10:30,01/19/2025 18:30,catch up later,,,False,normal,1041,0.3127079260305171,False
Outgoing,Linda Contreras,Willie Taylor,01/09/2025 19:07,01/10/2025 03:07,å°æ¯,,,False,drug,1042,0.3127079260305171,False
Outgoing,Jodi Dawson,Cheryl Hernandez,01/19/2025 02:18,01/19/2025 10:18,drive safe,,,False,normal,1043,0.3127079260305171,False
Outgoing,Frank Ortiz,Nicholas Harris,01/19/2025 03:44,01/19/2025 11:44,jalan-jalan,,,False,normal,1044,0.3127079260305171,False
Incoming,Kevin Carr,David Park,01/19/2025 06:23,01/19/2025 14:23,working late,,,False,normal,1045,0.3127079260305171,False
Outgoing,Theresa Smith,Patricia Williams,01/12/2025 12:32,01/12/2025 20:32,exam coming soon,,,False,normal,1046,0.3127079260305171,False
Incoming,Jill Mendoza,Joanne Gamble,01/12/2025 17:58,01/13/2025 01:58,later go movie,,,False,normal,1047,0.3127079260305171,False
Outgoing,Angela Valdez,Chelsea Simpson,01/22/2025 15:14,01/22/2025 23:14,working late,,,False,normal,1048,0.3127079260305171,False
Outgoing,Jason Gonzalez,Scott Lloyd,01/18/2025 19:41,01/19/2025 03:41,catch up later,,,False,normal,1049,0.3127079260305171,False
Incoming,Karen Douglas,Valerie Martinez,01/07/2025 01:24,01/07/2025 09:24,ice,,,False,drug,1050,0.4681264086466392,True
Outgoing,Steven Morgan,Sara Wade,01/10/2025 05:18,01/10/2025 13:18,see you at mall,,,False,normal,1051,0.3127079260305171,False
Outgoing,Mike Gonzalez,Cole Romero,01/15/2025 15:17,01/15/2025 23:17,catch up later,,,False,normal,1052,0.3127079260305171,False
Incoming,Bryce Perkins,Joan Davis,01/15/2025 00:45,01/15/2025 08:45,on the way,,,False,normal,1053,0.3127079260305171,False
Incoming,Joel Castro,Laura Garcia,01/09/2025 06:27,01/09/2025 14:27,half g,,,False,drug,1054,0.3127079260305171,False
Incoming,George Stewart,James Meyer,01/10/2025 14:18,01/10/2025 22:18,family dinner,,,False,normal,1055,0.3127079260305171,False
Incoming,Jason Watson,Scott Payne,01/09/2025 16:30,01/10/2025 00:30,syabu,,,False,drug,1056,0.4991575369830738,True
Incoming,Terry Nguyen,Jamie Franklin,01/13/2025 22:35,01/14/2025 06:35,game tonight,,,False,normal,1057,0.3127079260305171,False
Outgoing,Lisa Shields,Melissa Marquez,01/19/2025 13:38,01/19/2025 21:38,shopping,,,False,normal,1058,0.3127079260305171,False
Incoming,Gregory Watson,Jennifer Church,01/15/2025 19:27,01/16/2025 03:27,working late,,,False,normal,1059,0.3127079260305171,False
Incoming,Amanda Leon,Melissa Bryant,01/01/2025 14:06,01/01/2025 22:06,paket,,,False,drug,1060,0.3127079260305171,False
Outgoing,Patricia Haney,Ann Stewart,01/17/2025 13:34,01/17/2025 21:34,catch up later,,,False,normal,1061,0.3127079260305171,False
Incoming,Dr. Adam James,Tina Brown,01/03/2025 13:17,01/03/2025 21:17,è´§ ada,,,False,drug,1062,0.3127079260305171,False
Incoming,Laura Wall,Randy Johnson,01/06/2025 07:29,01/06/2025 15:29,ambil barang,,,False,drug,1063,0.4991575369830738,True
Outgoing,Karina Randolph,Mitchell Sharp,01/14/2025 19:32,01/15/2025 03:32,on the way,,,False,normal,1064,0.3127079260305171,False
Incoming,Carol Hayes,James Watts,01/21/2025 04:18,01/21/2025 12:18,apa khabar?,,,False,normal,1065,0.3127079260305171,False
Incoming,William Gregory,Austin Williams,01/16/2025 05:35,01/16/2025 13:35,ok see you tomorrow,,,False,normal,1066,0.3127079260305171,False
Outgoing,Kathy Clark,Yesenia West,01/21/2025 03:17,01/21/2025 11:17,meeting at 3pm,,,False,normal,1067,0.3127079260305171,False
Outgoing,Karen Ruiz,Christine Hernandez,01/07/2025 00:56,01/07/2025 08:56,ç«,,,False,drug,1068,0.3127079260305171,False
Incoming,Daniel Garcia,Christopher Dominguez,01/09/2025 20:34,01/10/2025 04:34,ambil barang,,,False,drug,1069,0.4991575369830738,True
Incoming,Steven Williams,Erica Santiago,01/11/2025 13:35,01/11/2025 21:35,see you at mall,,,False,normal,1070,0.3127079260305171,False
Outgoing,Joseph Davis,Melissa Rios,01/14/2025 01:11,01/14/2025 09:11,lunch break,,,False,normal,1071,0.3127079260305171,False
Incoming,Brian Beard,Kyle Bennett,01/09/2025 12:09,01/09/2025 20:09,å°æ¯,,,False,drug,1072,0.3127079260305171,False
Outgoing,Kenneth Tucker,Brent Tyler,01/17/2025 20:59,01/18/2025 04:59,see you at mall,,,False,normal,1073,0.3127079260305171,False
Outgoing,Shawn Burns,Roger Frederick,01/16/2025 04:30,01/16/2025 12:30,holiday plan,,,False,normal,1074,0.3127079260305171,False
Incoming,David Mccoy,Melanie Koch,01/09/2025 21:35,01/10/2025 05:35,è´§ ada,,,False,drug,1075,0.3127079260305171,False
Incoming,Tracey Smith,Lori Stone,01/03/2025 19:51,01/04/2025 03:51,stuff,,,False,drug,1076,0.4681264086466392,True
Outgoing,Raymond Singleton,Timothy Ruiz,01/21/2025 20:00,01/22/2025 04:00,family dinner,,,False,normal,1077,0.3127079260305171,False
Incoming,Matthew Baker,Sarah Bell,01/20/2025 23:21,01/21/2025 07:21,football match best,,,False,normal,1078,0.3127079260305171,False
Outgoing,Brandon Scott,Jordan Merritt,01/19/2025 22:45,01/20/2025 06:45,jom makan,,,False,normal,1079,0.3127079260305171,False
Incoming,Nancy Ward,Jerry Weaver,01/03/2025 00:29,01/03/2025 08:29,è´§ ready,,,False,drug,1080,0.3127079260305171,False
Outgoing,Stephanie King,Victor Peterson,01/02/2025 23:16,01/03/2025 07:16,è´§ ada,,,False,drug,1081,0.3127079260305171,False
Incoming,Maureen Gentry,Sarah Anthony,01/18/2025 21:48,01/19/2025 05:48,on the way,,,False,normal,1082,0.3127079260305171,False
Incoming,Robert Bryant,Antonio Miller,01/12/2025 17:39,01/13/2025 01:39,game tonight,,,False,normal,1083,0.3127079260305171,False
Outgoing,John Reyes,Don Chambers,01/06/2025 20:33,01/07/2025 04:33,pil kuda,,,False,drug,1084,0.3127079260305171,False
Outgoing,Janet Burns,Roy Watson,01/10/2025 02:19,01/10/2025 10:19,è´§ ready,,,False,drug,1085,0.3127079260305171,False
Outgoing,Nicholas Williamson,Jennifer Mcconnell,01/02/2025 15:53,01/02/2025 23:53,smoke,,,False,drug,1086,0.3127079260305171,False
Outgoing,Jacqueline Alexander,David King,01/10/2025 07:53,01/10/2025 15:53,jom makan,,,False,normal,1087,0.3127079260305171,False
Outgoing,Michelle Anthony PhD,Bradley Williams,01/14/2025 05:12,01/14/2025 13:12,drive safe,,,False,normal,1088,0.3127079260305171,False
Incoming,Victoria Morales,Brian Goodwin,01/11/2025 02:21,01/11/2025 10:21,working late,,,False,normal,1089,0.3127079260305171,False
Incoming,Darren Wilson,Jose Burton,01/10/2025 15:22,01/10/2025 23:22,exam coming soon,,,False,normal,1090,0.3127079260305171,False
Outgoing,Melissa Perry,Kyle Guerrero,01/14/2025 23:49,01/15/2025 07:49,exam coming soon,,,False,normal,1091,0.3127079260305171,False
Outgoing,Caitlin Allen,Patricia Swanson,01/03/2025 15:19,01/03/2025 23:19,paket,,,False,drug,1092,0.3127079260305171,False
Outgoing,Catherine Mcclain,Anthony Murray,01/08/2025 04:37,01/08/2025 12:37,å°æ¯,,,False,drug,1093,0.3127079260305171,False
Incoming,Annette Martin,Jason Barber,01/04/2025 05:35,01/04/2025 13:35,ubat kuat,,,False,drug,1094,0.3127079260305171,False
Outgoing,Dr. Corey Sanchez III,Elizabeth Baker,01/07/2025 09:38,01/07/2025 17:38,ç«,,,False,drug,1095,0.3127079260305171,False
Outgoing,Karen Davis,Andrea Torres,01/17/2025 13:53,01/17/2025 21:53,game tonight,,,False,normal,1096,0.3127079260305171,False
Outgoing,Heather Erickson,David Duran,01/11/2025 10:14,01/11/2025 18:14,lunch break,,,False,normal,1097,0.3127079260305171,False
Incoming,Donna Ramirez,Amy Knox,01/02/2025 03:05,01/02/2025 11:05,smoke,,,False,drug,1098,0.3127079260305171,False
Outgoing,Patrick Marshall,Luis Anderson,01/14/2025 15:32,01/14/2025 23:32,holiday plan,,,False,normal,1099,0.3127079260305171,False
Outgoing,Luis Mahoney,Eric Allen,01/16/2025 06:32,01/16/2025 14:32,good night,,,False,normal,1100,0.3127079260305171,False
Outgoing,Suzanne Rojas,Vickie Miller,01/13/2025 05:57,01/13/2025 13:57,game tonight,,,False,normal,1101,0.3127079260305171,False
Outgoing,Kyle Martinez,Michael Li,01/04/2025 22:53,01/05/2025 06:53,è´§ ada,,,False,drug,1102,0.3127079260305171,False
Outgoing,Carol Wilson,Timothy Smith,01/16/2025 14:29,01/16/2025 22:29,how are you?,,,False,normal,1103,0.3127079260305171,False
Outgoing,Jessica Valencia,Daniel Mercado,01/04/2025 16:40,01/05/2025 00:40,ç«,,,False,drug,1104,0.3127079260305171,False
Outgoing,Taylor Bruce,Adam Santos,01/22/2025 09:30,01/22/2025 17:30,exam coming soon,,,False,normal,1105,0.3127079260305171,False
Incoming,Carly Coleman,Ebony Stokes,01/06/2025 15:00,01/06/2025 23:00,syabu,,,False,drug,1106,0.4991575369830738,True
Incoming,Hannah Romero,Becky Nolan,01/21/2025 19:29,01/22/2025 03:29,holiday plan,,,False,normal,1107,0.3127079260305171,False
Incoming,Kaitlyn Williams,Jeffery Jones,01/11/2025 10:23,01/11/2025 18:23,on the way,,,False,normal,1108,0.3127079260305171,False
Outgoing,Morgan Jones,James Gonzalez,01/12/2025 23:10,01/13/2025 07:10,ok see you tomorrow,,,False,normal,1109,0.3127079260305171,False
Incoming,Eric Hobbs,Felicia Barrett,01/21/2025 16:47,01/22/2025 00:47,exam coming soon,,,False,normal,1110,0.3127079260305171,False
Outgoing,Calvin Parks,Christopher Reed,01/09/2025 18:54,01/10/2025 02:54,line clear,,,False,drug,1111,0.3127079260305171,False
Outgoing,Rebecca Gray,Ryan Woods,01/12/2025 22:36,01/13/2025 06:36,shopping,,,False,normal,1112,0.3127079260305171,False
Incoming,Jacob Wilson,Thomas Silva,01/09/2025 15:29,01/09/2025 23:29,syabu,,,False,drug,1113,0.4991575369830738,True
Incoming,Anne Gilbert,Joshua Burnett,01/21/2025 06:22,01/21/2025 14:22,how are you?,,,False,normal,1114,0.3127079260305171,False
Incoming,Eric Wheeler,Douglas Allen,01/17/2025 01:36,01/17/2025 09:36,catch up later,,,False,normal,1115,0.3127079260305171,False
Incoming,Mr. Christopher Cannon,Laura Bowman,01/19/2025 03:31,01/19/2025 11:31,good night,,,False,normal,1116,0.3127079260305171,False
Incoming,Robert Williams,Robert Mitchell,01/16/2025 21:32,01/17/2025 05:32,drive safe,,,False,normal,1117,0.3127079260305171,False
Outgoing,David Bailey,Melissa Olson,01/04/2025 07:34,01/04/2025 15:34,ubat kuat,,,False,drug,1118,0.3127079260305171,False
Incoming,Dennis Green,Spencer Peterson,01/19/2025 07:48,01/19/2025 15:48,holiday plan,,,False,normal,1119,0.3127079260305171,False
Incoming,Dr. Jessica Ward,Douglas Leon,01/07/2025 22:07,01/08/2025 06:07,budak hantar,,,False,drug,1120,0.3127079260305171,False
Incoming,Derek Garrett,Carol Lester,01/08/2025 12:56,01/08/2025 20:56,ç½ç²,,,False,drug,1121,0.3127079260305171,False
Outgoing,Kevin Howell,Eric Collins,01/13/2025 01:26,01/13/2025 09:26,see you at mall,,,False,normal,1122,0.3127079260305171,False
Incoming,Christopher Oliver,Evan Wright,01/10/2025 07:00,01/10/2025 15:00,lunch break,,,False,normal,1123,0.3127079260305171,False
Incoming,Amy Valentine,Adrian Olsen,01/12/2025 16:42,01/13/2025 00:42,drive safe,,,False,normal,1124,0.3127079260305171,False
Incoming,James Garcia,Nicholas Romero,01/09/2025 22:02,01/10/2025 06:02,smoke,,,False,drug,1125,0.3127079260305171,False
