Direction,From,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label
Outgoing,Carrie Perkins,Christie York,01/01/2025 10:55,01/01/2025 18:55,syabu,,,False,drug
Incoming,Mr. Joshua Long,Danielle Weeks,01/22/2025 12:38,01/22/2025 20:38,family dinner,,,False,normal
Incoming,Carolyn Davis,Jesse Martin,01/19/2025 08:46,01/19/2025 16:46,family dinner,,,False,normal
Incoming,Theresa Moore,Andrew Young,01/09/2025 05:59,01/09/2025 13:59,ambil barang,,,False,drug
Incoming,Philip Evans,Carolyn Morse,01/11/2025 08:46,01/11/2025 16:46,apa khabar?,,,False,normal
Outgoing,Sylvia Fowler,Taylor Ritter,01/21/2025 03:55,01/21/2025 11:55,ok see you tomorrow,,,False,normal
Incoming,Mary Gray,Taylor Koch,01/03/2025 11:36,01/03/2025 19:36,port biasa,,,False,drug
Incoming,Sheri Burton,James Grant,01/18/2025 19:49,01/19/2025 03:49,later go movie,,,False,normal
Incoming,Jason Singleton,Alison Peters,01/03/2025 05:53,01/03/2025 13:53,pil kuda,,,False,drug
Outgoing,Elizabeth Hunter,Jessica Holder,01/13/2025 06:19,01/13/2025 14:19,jalan-jalan,,,False,normal
Outgoing,Lisa Brooks,Jennifer Dawson,01/10/2025 03:13,01/10/2025 11:13,rehab tak?,,,False,drug
Incoming,Alex Johnson,Todd Wolfe,01/08/2025 10:12,01/08/2025 18:12,ubat kuat,,,False,drug
Incoming,Justin Monroe,James Moore,01/06/2025 10:28,01/06/2025 18:28,ubat kuat,,,False,drug
Incoming,Jennifer White,Amber Robinson,01/09/2025 05:03,01/09/2025 13:03,barang ori,,,False,drug
Incoming,Andrew Schroeder,Bryan Hanson,01/02/2025 21:20,01/03/2025 05:20,rehab tak?,,,False,drug
Outgoing,Natasha Solis,Casey Wilson,01/15/2025 08:05,01/15/2025 16:05,ok see you tomorrow,,,False,normal
Outgoing,Brian Ortiz,Danielle Bentley,01/04/2025 02:27,01/04/2025 10:27,stuff,,,False,drug
Incoming,Jonathon Walters,Keith Mercado MD,01/12/2025 14:12,01/12/2025 22:12,shopping,,,False,normal
Outgoing,Brenda Chambers,Brian Smith,01/11/2025 18:37,01/12/2025 02:37,game tonight,,,False,normal
Incoming,John Martinez,Sandra Juarez,01/02/2025 01:24,01/02/2025 09:24,gram,,,False,drug
Incoming,Darren Rose,Diane Brennan,01/04/2025 12:08,01/04/2025 20:08,syabu,,,False,drug
Outgoing,Jimmy Lopez,Dr. Teresa Barnes,01/03/2025 18:34,01/04/2025 02:34,gram,,,False,drug
Incoming,William Miller,Gregory Mahoney,01/19/2025 18:21,01/20/2025 02:21,assignment siap?,,,False,normal
Incoming,Dalton Gonzalez,Jasmine Campbell,01/08/2025 03:57,01/08/2025 11:57,ambil barang,,,False,drug
Incoming,Rachel Lee,Blake Turner,01/11/2025 13:52,01/11/2025 21:52,jalan-jalan,,,False,normal
Incoming,Erik Clark,Jesse Rogers,01/05/2025 18:14,01/06/2025 02:14,barang ori,,,False,drug
Incoming,Curtis Woods,William Wallace,01/09/2025 22:14,01/10/2025 06:14,smoke,,,False,drug
Outgoing,Laurie Davis,Christian Sanders,01/12/2025 16:04,01/13/2025 00:04,on the way,,,False,normal
Outgoing,Melissa Cross,Benjamin Valencia,01/18/2025 08:47,01/18/2025 16:47,catch up later,,,False,normal
Outgoing,Justin Stevens,Donna Davis,01/20/2025 01:52,01/20/2025 09:52,shopping,,,False,normal
Incoming,Christopher Contreras,Donna Zimmerman,01/07/2025 15:12,01/07/2025 23:12,ice,,,False,drug
Outgoing,Jose Kelly,Michael Kramer,01/17/2025 05:45,01/17/2025 13:45,catch up later,,,False,normal
Incoming,Christopher Roberson,Jeffrey Hernandez,01/17/2025 22:19,01/18/2025 06:19,later go movie,,,False,normal
Incoming,David Reynolds Jr.,David Long,01/22/2025 12:09,01/22/2025 20:09,jom makan,,,False,normal
Outgoing,Peggy Myers,Kelly Garza,01/03/2025 03:39,01/03/2025 11:39,stuff,,,False,drug
Incoming,Joseph Smith,Samantha Sims,01/18/2025 14:41,01/18/2025 22:41,catch up later,,,False,normal
Incoming,Robert Hicks,Rebecca Blake,01/11/2025 14:44,01/11/2025 22:44,game tonight,,,False,normal
Outgoing,Thomas Martinez,Ms. Caitlin Berry,01/11/2025 21:41,01/12/2025 05:41,on the way,,,False,normal
Outgoing,Andrew Bean,James Sims,01/17/2025 17:15,01/18/2025 01:15,working late,,,False,normal
Incoming,Mr. Jeffery Allen,Tony Townsend,01/21/2025 14:29,01/21/2025 22:29,jalan-jalan,,,False,normal
Incoming,Anthony Hines,Christina Valencia,01/04/2025 09:57,01/04/2025 17:57,rehab tak?,,,False,drug
Outgoing,Jason Wyatt,Emily Moran,01/12/2025 04:32,01/12/2025 12:32,meeting at 3pm,,,False,normal
Outgoing,Katherine Thomas,Jason Johnston,01/17/2025 08:57,01/17/2025 16:57,on the way,,,False,normal
Incoming,Randy Nelson,Brianna Gonzalez,01/12/2025 08:48,01/12/2025 16:48,family dinner,,,False,normal
Incoming,Gregory Mullins,Joshua Dunn,01/03/2025 06:43,01/03/2025 14:43,stuff,,,False,drug
Incoming,Anthony Salazar,Corey Wise,01/07/2025 20:27,01/08/2025 04:27,check line,,,False,drug
Outgoing,Donald Rice,Jason Hopkins,01/21/2025 12:08,01/21/2025 20:08,game tonight,,,False,normal
Incoming,Debra Henry,Felicia Clark,01/08/2025 02:44,01/08/2025 10:44,白粉,,,False,drug
Incoming,Caitlin Brooks,Susan Lynch,01/17/2025 18:14,01/18/2025 02:14,later go movie,,,False,normal
Incoming,Ashley Lawson,Matthew Perry,01/22/2025 15:00,01/22/2025 23:00,good night,,,False,normal
Outgoing,Debra Peterson,Alvin Lee,01/06/2025 20:43,01/07/2025 04:43,pil kuda,,,False,drug
Incoming,Travis Johnson,Dakota Peterson,01/19/2025 19:21,01/20/2025 03:21,catch up later,,,False,normal
Outgoing,Christine Harris,Joseph Schmidt,01/18/2025 18:16,01/19/2025 02:16,good night,,,False,normal
Outgoing,Roy Griffin,Jared Hartman,01/19/2025 19:53,01/20/2025 03:53,football match best,,,False,normal
Outgoing,Benjamin Thompson,Matthew Nunez,01/17/2025 23:12,01/18/2025 07:12,on the way,,,False,normal
Incoming,Julian Meyer,Robert Medina,01/19/2025 15:55,01/19/2025 23:55,good night,,,False,normal
Incoming,Christopher Thompson,James Roberts,01/19/2025 10:30,01/19/2025 18:30,catch up later,,,False,normal
Outgoing,Linda Contreras,Willie Taylor,01/09/2025 19:07,01/10/2025 03:07,冰毒,,,False,drug
Outgoing,Jodi Dawson,Cheryl Hernandez,01/19/2025 02:18,01/19/2025 10:18,drive safe,,,False,normal
Outgoing,Frank Ortiz,Nicholas Harris,01/19/2025 03:44,01/19/2025 11:44,jalan-jalan,,,False,normal
Incoming,Kevin Carr,David Park,01/19/2025 06:23,01/19/2025 14:23,working late,,,False,normal
Outgoing,Theresa Smith,Patricia Williams,01/12/2025 12:32,01/12/2025 20:32,exam coming soon,,,False,normal
Incoming,Jill Mendoza,Joanne Gamble,01/12/2025 17:58,01/13/2025 01:58,later go movie,,,False,normal
Outgoing,Angela Valdez,Chelsea Simpson,01/22/2025 15:14,01/22/2025 23:14,working late,,,False,normal
Outgoing,Jason Gonzalez,Scott Lloyd,01/18/2025 19:41,01/19/2025 03:41,catch up later,,,False,normal
Incoming,Karen Douglas,Valerie Martinez,01/07/2025 01:24,01/07/2025 09:24,ice,,,False,drug
Outgoing,Steven Morgan,Sara Wade,01/10/2025 05:18,01/10/2025 13:18,see you at mall,,,False,normal
Outgoing,Mike Gonzalez,Cole Romero,01/15/2025 15:17,01/15/2025 23:17,catch up later,,,False,normal
Incoming,Bryce Perkins,Joan Davis,01/15/2025 00:45,01/15/2025 08:45,on the way,,,False,normal
Incoming,Joel Castro,Laura Garcia,01/09/2025 06:27,01/09/2025 14:27,half g,,,False,drug
Incoming,George Stewart,James Meyer,01/10/2025 14:18,01/10/2025 22:18,family dinner,,,False,normal
Incoming,Jason Watson,Scott Payne,01/09/2025 16:30,01/10/2025 00:30,syabu,,,False,drug
Incoming,Terry Nguyen,Jamie Franklin,01/13/2025 22:35,01/14/2025 06:35,game tonight,,,False,normal
Outgoing,Lisa Shields,Melissa Marquez,01/19/2025 13:38,01/19/2025 21:38,shopping,,,False,normal
Incoming,Gregory Watson,Jennifer Church,01/15/2025 19:27,01/16/2025 03:27,working late,,,False,normal
Incoming,Amanda Leon,Melissa Bryant,01/01/2025 14:06,01/01/2025 22:06,paket,,,False,drug
Outgoing,Patricia Haney,Ann Stewart,01/17/2025 13:34,01/17/2025 21:34,catch up later,,,False,normal
Incoming,Dr. Adam James,Tina Brown,01/03/2025 13:17,01/03/2025 21:17,货 ada,,,False,drug
Incoming,Laura Wall,Randy Johnson,01/06/2025 07:29,01/06/2025 15:29,ambil barang,,,False,drug
Outgoing,Karina Randolph,Mitchell Sharp,01/14/2025 19:32,01/15/2025 03:32,on the way,,,False,normal
Incoming,Carol Hayes,James Watts,01/21/2025 04:18,01/21/2025 12:18,apa khabar?,,,False,normal
Incoming,William Gregory,Austin Williams,01/16/2025 05:35,01/16/2025 13:35,ok see you tomorrow,,,False,normal
Outgoing,Kathy Clark,Yesenia West,01/21/2025 03:17,01/21/2025 11:17,meeting at 3pm,,,False,normal
Outgoing,Karen Ruiz,Christine Hernandez,01/07/2025 00:56,01/07/2025 08:56,火,,,False,drug
Incoming,Daniel Garcia,Christopher Dominguez,01/09/2025 20:34,01/10/2025 04:34,ambil barang,,,False,drug
Incoming,Steven Williams,Erica Santiago,01/11/2025 13:35,01/11/2025 21:35,see you at mall,,,False,normal
Outgoing,Joseph Davis,Melissa Rios,01/14/2025 01:11,01/14/2025 09:11,lunch break,,,False,normal
Incoming,Brian Beard,Kyle Bennett,01/09/2025 12:09,01/09/2025 20:09,冰毒,,,False,drug
Outgoing,Kenneth Tucker,Brent Tyler,01/17/2025 20:59,01/18/2025 04:59,see you at mall,,,False,normal
Outgoing,Shawn Burns,Roger Frederick,01/16/2025 04:30,01/16/2025 12:30,holiday plan,,,False,normal
Incoming,David Mccoy,Melanie Koch,01/09/2025 21:35,01/10/2025 05:35,货 ada,,,False,drug
Incoming,Tracey Smith,Lori Stone,01/03/2025 19:51,01/04/2025 03:51,stuff,,,False,drug
Outgoing,Raymond Singleton,Timothy Ruiz,01/21/2025 20:00,01/22/2025 04:00,family dinner,,,False,normal
Incoming,Matthew Baker,Sarah Bell,01/20/2025 23:21,01/21/2025 07:21,football match best,,,False,normal
Outgoing,Brandon Scott,Jordan Merritt,01/19/2025 22:45,01/20/2025 06:45,jom makan,,,False,normal
Incoming,Nancy Ward,Jerry Weaver,01/03/2025 00:29,01/03/2025 08:29,货 ready,,,False,drug
Outgoing,Stephanie King,Victor Peterson,01/02/2025 23:16,01/03/2025 07:16,货 ada,,,False,drug
Incoming,Maureen Gentry,Sarah Anthony,01/18/2025 21:48,01/19/2025 05:48,on the way,,,False,normal
Incoming,Robert Bryant,Antonio Miller,01/12/2025 17:39,01/13/2025 01:39,game tonight,,,False,normal
Outgoing,John Reyes,Don Chambers,01/06/2025 20:33,01/07/2025 04:33,pil kuda,,,False,drug
Outgoing,Janet Burns,Roy Watson,01/10/2025 02:19,01/10/2025 10:19,货 ready,,,False,drug
Outgoing,Nicholas Williamson,Jennifer Mcconnell,01/02/2025 15:53,01/02/2025 23:53,smoke,,,False,drug
Outgoing,Jacqueline Alexander,David King,01/10/2025 07:53,01/10/2025 15:53,jom makan,,,False,normal
Outgoing,Michelle Anthony PhD,Bradley Williams,01/14/2025 05:12,01/14/2025 13:12,drive safe,,,False,normal
Incoming,Victoria Morales,Brian Goodwin,01/11/2025 02:21,01/11/2025 10:21,working late,,,False,normal
Incoming,Darren Wilson,Jose Burton,01/10/2025 15:22,01/10/2025 23:22,exam coming soon,,,False,normal
Outgoing,Melissa Perry,Kyle Guerrero,01/14/2025 23:49,01/15/2025 07:49,exam coming soon,,,False,normal
Outgoing,Caitlin Allen,Patricia Swanson,01/03/2025 15:19,01/03/2025 23:19,paket,,,False,drug
Outgoing,Catherine Mcclain,Anthony Murray,01/08/2025 04:37,01/08/2025 12:37,冰毒,,,False,drug
Incoming,Annette Martin,Jason Barber,01/04/2025 05:35,01/04/2025 13:35,ubat kuat,,,False,drug
Outgoing,Dr. Corey Sanchez III,Elizabeth Baker,01/07/2025 09:38,01/07/2025 17:38,火,,,False,drug
Outgoing,Karen Davis,Andrea Torres,01/17/2025 13:53,01/17/2025 21:53,game tonight,,,False,normal
Outgoing,Heather Erickson,David Duran,01/11/2025 10:14,01/11/2025 18:14,lunch break,,,False,normal
Incoming,Donna Ramirez,Amy Knox,01/02/2025 03:05,01/02/2025 11:05,smoke,,,False,drug
Outgoing,Patrick Marshall,Luis Anderson,01/14/2025 15:32,01/14/2025 23:32,holiday plan,,,False,normal
Outgoing,Luis Mahoney,Eric Allen,01/16/2025 06:32,01/16/2025 14:32,good night,,,False,normal
Outgoing,Suzanne Rojas,Vickie Miller,01/13/2025 05:57,01/13/2025 13:57,game tonight,,,False,normal
Outgoing,Kyle Martinez,Michael Li,01/04/2025 22:53,01/05/2025 06:53,货 ada,,,False,drug
Outgoing,Carol Wilson,Timothy Smith,01/16/2025 14:29,01/16/2025 22:29,how are you?,,,False,normal
Outgoing,Jessica Valencia,Daniel Mercado,01/04/2025 16:40,01/05/2025 00:40,火,,,False,drug
Outgoing,Taylor Bruce,Adam Santos,01/22/2025 09:30,01/22/2025 17:30,exam coming soon,,,False,normal
Incoming,Carly Coleman,Ebony Stokes,01/06/2025 15:00,01/06/2025 23:00,syabu,,,False,drug
Incoming,Hannah Romero,Becky Nolan,01/21/2025 19:29,01/22/2025 03:29,holiday plan,,,False,normal
Incoming,Kaitlyn Williams,Jeffery Jones,01/11/2025 10:23,01/11/2025 18:23,on the way,,,False,normal
Outgoing,Morgan Jones,James Gonzalez,01/12/2025 23:10,01/13/2025 07:10,ok see you tomorrow,,,False,normal
Incoming,Eric Hobbs,Felicia Barrett,01/21/2025 16:47,01/22/2025 00:47,exam coming soon,,,False,normal
Outgoing,Calvin Parks,Christopher Reed,01/09/2025 18:54,01/10/2025 02:54,line clear,,,False,drug
Outgoing,Rebecca Gray,Ryan Woods,01/12/2025 22:36,01/13/2025 06:36,shopping,,,False,normal
Incoming,Jacob Wilson,Thomas Silva,01/09/2025 15:29,01/09/2025 23:29,syabu,,,False,drug
Incoming,Anne Gilbert,Joshua Burnett,01/21/2025 06:22,01/21/2025 14:22,how are you?,,,False,normal
Incoming,Eric Wheeler,Douglas Allen,01/17/2025 01:36,01/17/2025 09:36,catch up later,,,False,normal
Incoming,Mr. Christopher Cannon,Laura Bowman,01/19/2025 03:31,01/19/2025 11:31,good night,,,False,normal
Incoming,Robert Williams,Robert Mitchell,01/16/2025 21:32,01/17/2025 05:32,drive safe,,,False,normal
Outgoing,David Bailey,Melissa Olson,01/04/2025 07:34,01/04/2025 15:34,ubat kuat,,,False,drug
Incoming,Dennis Green,Spencer Peterson,01/19/2025 07:48,01/19/2025 15:48,holiday plan,,,False,normal
Incoming,Dr. Jessica Ward,Douglas Leon,01/07/2025 22:07,01/08/2025 06:07,budak hantar,,,False,drug
Incoming,Derek Garrett,Carol Lester,01/08/2025 12:56,01/08/2025 20:56,白粉,,,False,drug
Outgoing,Kevin Howell,Eric Collins,01/13/2025 01:26,01/13/2025 09:26,see you at mall,,,False,normal
Incoming,Christopher Oliver,Evan Wright,01/10/2025 07:00,01/10/2025 15:00,lunch break,,,False,normal
Incoming,Amy Valentine,Adrian Olsen,01/12/2025 16:42,01/13/2025 00:42,drive safe,,,False,normal
Incoming,James Garcia,Nicholas Romero,01/09/2025 22:02,01/10/2025 06:02,smoke,,,False,drug
Incoming,Jacqueline Sanchez,Heather Washington,01/03/2025 23:25,01/04/2025 07:25,one g,,,False,drug
Outgoing,Kim Roberts,Dennis Becker,01/04/2025 14:57,01/04/2025 22:57,barang ori,,,False,drug
Incoming,Lisa Grant,Mark Luna,01/07/2025 21:14,01/08/2025 05:14,货 ada,,,False,drug
Outgoing,Yesenia Brown,Mrs. Kristin Dennis,01/08/2025 19:46,01/09/2025 03:46,火,,,False,drug
Outgoing,Timothy Estrada,Daniel Underwood,01/14/2025 14:54,01/14/2025 22:54,holiday plan,,,False,normal
Incoming,Shannon Boyer,Sarah Cole,01/01/2025 19:33,01/02/2025 03:33,paket,,,False,drug
Incoming,Frank Farmer,Natalie Huber,01/11/2025 18:17,01/12/2025 02:17,family dinner,,,False,normal
Outgoing,Andrew Ruiz,Mason Reilly,01/13/2025 20:26,01/14/2025 04:26,later go movie,,,False,normal
Outgoing,Chloe Jimenez,Heather Wallace,01/16/2025 07:14,01/16/2025 15:14,jalan-jalan,,,False,normal
Incoming,Dr. Scott Herrera,David Reese,01/17/2025 04:29,01/17/2025 12:29,assignment siap?,,,False,normal
Incoming,Michael Murphy,Michele Vance,01/04/2025 00:49,01/04/2025 08:49,check line,,,False,drug
Incoming,Brianna Montgomery,Caitlin Moore,01/18/2025 15:23,01/18/2025 23:23,assignment siap?,,,False,normal
Outgoing,Andrew Lang,Christian Clark,01/12/2025 20:20,01/13/2025 04:20,working late,,,False,normal
Incoming,Stacy Ross,Jeffrey Rodriguez,01/20/2025 00:16,01/20/2025 08:16,drive safe,,,False,normal
Incoming,Jeffrey Moore,Carla Burns,01/08/2025 02:03,01/08/2025 10:03,stuff,,,False,drug
Outgoing,Mia Lewis,Ricardo Alvarez,01/12/2025 03:40,01/12/2025 11:40,working late,,,False,normal
Incoming,Melissa Schmidt,Gerald Collier,01/18/2025 23:54,01/19/2025 07:54,on the way,,,False,normal
Incoming,Brian Burke,Greg Soto,01/08/2025 21:43,01/09/2025 05:43,half g,,,False,drug
Outgoing,Troy Williams,Derek Jones,01/02/2025 19:11,01/03/2025 03:11,smoke,,,False,drug
Outgoing,Donald Ryan,Laura Stevenson,01/22/2025 22:08,01/23/2025 06:08,football match best,,,False,normal
Outgoing,Samantha Zamora,Melissa James,01/05/2025 21:08,01/06/2025 05:08,ambil barang,,,False,drug
Incoming,Johnny Lopez,Cynthia Nunez,01/18/2025 03:41,01/18/2025 11:41,how are you?,,,False,normal
Outgoing,Shelly Robinson,Robert Wall,01/16/2025 12:34,01/16/2025 20:34,see you at mall,,,False,normal
Outgoing,Philip Brown,Ryan Martin,01/02/2025 06:21,01/02/2025 14:21,line clear,,,False,drug
Incoming,Shannon Schneider,Connie Mitchell,01/15/2025 14:21,01/15/2025 22:21,assignment siap?,,,False,normal
Incoming,Joseph Chavez,Steven Ward,01/20/2025 02:35,01/20/2025 10:35,meeting at 3pm,,,False,normal
Outgoing,Grace Gardner,Sarah Burgess,01/12/2025 08:20,01/12/2025 16:20,meeting at 3pm,,,False,normal
Incoming,Timothy Lindsey,Mary Perez PhD,01/10/2025 13:43,01/10/2025 21:43,on the way,,,False,normal
Incoming,Annette Cole,Nichole Nguyen,01/20/2025 03:10,01/20/2025 11:10,how are you?,,,False,normal
Incoming,Kathryn Gomez,Nancy Ochoa,01/11/2025 12:51,01/11/2025 20:51,drive safe,,,False,normal
Incoming,Kaylee Pena,Cory Lee,01/19/2025 08:15,01/19/2025 16:15,apa khabar?,,,False,normal
Outgoing,James Ortega,Lauren Burton,01/21/2025 12:01,01/21/2025 20:01,exam coming soon,,,False,normal
Incoming,Gregory Hicks,Jessica Mason,01/21/2025 21:36,01/22/2025 05:36,assignment siap?,,,False,normal
Outgoing,Alexis Mosley,Cameron Wilkerson,01/06/2025 22:01,01/07/2025 06:01,paket,,,False,drug
Outgoing,Mary Henry,Mark Mcconnell,01/19/2025 21:59,01/20/2025 05:59,exam coming soon,,,False,normal
Incoming,Steven Reilly,Shelley Gonzalez,01/06/2025 06:06,01/06/2025 14:06,白粉,,,False,drug
Incoming,Sherry Smith,Melissa Vega,01/20/2025 01:12,01/20/2025 09:12,jalan-jalan,,,False,normal
Incoming,Charles Kaufman,Theresa Wade,01/07/2025 23:02,01/08/2025 07:02,smoke,,,False,drug
Outgoing,Ryan Williams,Stephanie Tyler,01/09/2025 22:39,01/10/2025 06:39,syabu,,,False,drug
Outgoing,Justin Sanchez,Kimberly Bradshaw,01/06/2025 02:14,01/06/2025 10:14,白粉,,,False,drug
Incoming,Robert Oneal DVM,Laura Tanner,01/07/2025 22:44,01/08/2025 06:44,budak hantar,,,False,drug
Outgoing,Annette Martinez,William Bennett,01/21/2025 01:18,01/21/2025 09:18,apa khabar?,,,False,normal
Incoming,James Jackson,Jamie Adkins,01/17/2025 19:48,01/18/2025 03:48,catch up later,,,False,normal
Incoming,Patricia Jones,Kelly Patrick,01/01/2025 10:56,01/01/2025 18:56,port biasa,,,False,drug
Incoming,Amanda Holmes,Ashley Burke,01/13/2025 09:27,01/13/2025 17:27,jalan-jalan,,,False,normal
Incoming,Kirsten Coleman,Jessica Turner,01/13/2025 18:04,01/14/2025 02:04,lunch break,,,False,normal
Outgoing,Amy Middleton,Alexander Nolan,01/14/2025 19:38,01/15/2025 03:38,jalan-jalan,,,False,normal
Outgoing,Terry Adams,Kevin Williams,01/12/2025 00:59,01/12/2025 08:59,good night,,,False,normal
Outgoing,John Greene,Lee Petersen,01/21/2025 20:37,01/22/2025 04:37,later go movie,,,False,normal
Incoming,Emily Mcguire,Larry Adkins,01/06/2025 18:14,01/07/2025 02:14,line clear,,,False,drug
Incoming,Cassie Chapman,Gregory Mendoza,01/18/2025 13:44,01/18/2025 21:44,exam coming soon,,,False,normal
Outgoing,James Lewis,Amber Zuniga,01/21/2025 06:03,01/21/2025 14:03,game tonight,,,False,normal
Outgoing,Stacie Torres,Alexander Carter,01/09/2025 06:59,01/09/2025 14:59,货 ready,,,False,drug
Incoming,Kevin Lloyd,Michael Mcmahon,01/12/2025 02:23,01/12/2025 10:23,meeting at 3pm,,,False,normal
Incoming,Monica Anderson,Timothy Thompson,01/10/2025 07:25,01/10/2025 15:25,lunch break,,,False,normal
Incoming,Ashley Thomas,Kristi Thompson,01/03/2025 07:10,01/03/2025 15:10,one g,,,False,drug
Outgoing,Kimberly Clark,Matthew Rodriguez,01/04/2025 14:18,01/04/2025 22:18,paket,,,False,drug
Incoming,Darlene Jones,Joe Hess,01/17/2025 07:05,01/17/2025 15:05,meeting at 3pm,,,False,normal
Incoming,Norman Hamilton,Darryl Chapman,01/09/2025 16:04,01/10/2025 00:04,port biasa,,,False,drug
Incoming,Alyssa Olsen,Katherine Hernandez,01/04/2025 08:40,01/04/2025 16:40,line clear,,,False,drug
Outgoing,Troy Cobb,Ruth Foster,01/10/2025 15:44,01/10/2025 23:44,how are you?,,,False,normal
Outgoing,Anna Adams MD,Anna Lee,01/09/2025 09:10,01/09/2025 17:10,火,,,False,drug
Outgoing,Kelly Daniels,Amanda Jones DVM,01/07/2025 21:08,01/08/2025 05:08,冰毒,,,False,drug
Incoming,Alex Hopkins,Diana Carter,01/14/2025 00:32,01/14/2025 08:32,drive safe,,,False,normal
Outgoing,Dana Salazar,Melissa Cox,01/17/2025 14:42,01/17/2025 22:42,football match best,,,False,normal
Incoming,Jennifer Haley,Ann Davis,01/17/2025 09:51,01/17/2025 17:51,later go movie,,,False,normal
Incoming,Morgan Mason,Tyler Williams,01/07/2025 12:54,01/07/2025 20:54,syabu,,,False,drug
Incoming,Teresa Hawkins,Christopher Lopez,01/12/2025 08:35,01/12/2025 16:35,family dinner,,,False,normal
Outgoing,Lisa Terry,Susan David,01/16/2025 15:39,01/16/2025 23:39,holiday plan,,,False,normal
Outgoing,Alyssa Fields,David Fernandez,01/17/2025 17:56,01/18/2025 01:56,exam coming soon,,,False,normal
Incoming,Vicki Simmons,Mrs. Cynthia Johnson,01/17/2025 08:04,01/17/2025 16:04,lunch break,,,False,normal
Outgoing,Juan Simpson,Alexandra Moore,01/18/2025 03:34,01/18/2025 11:34,family dinner,,,False,normal
Incoming,Heather Gomez,Morgan Salazar,01/14/2025 16:01,01/15/2025 00:01,football match best,,,False,normal
Incoming,Lisa Nelson,Thomas Nichols,01/22/2025 04:55,01/22/2025 12:55,shopping,,,False,normal
Outgoing,Dale Holmes,Jeffrey Armstrong,01/07/2025 09:34,01/07/2025 17:34,half g,,,False,drug
Incoming,Mark Kelley,Scott Johnson,01/19/2025 01:03,01/19/2025 09:03,meeting at 3pm,,,False,normal
Outgoing,Jason Huffman,Rachel George,01/10/2025 04:37,01/10/2025 12:37,good night,,,False,normal
Incoming,Adam Bright,Brian Williams,01/22/2025 20:33,01/23/2025 04:33,later go movie,,,False,normal
Outgoing,Brian Williams,Connor Phillips,01/22/2025 03:40,01/22/2025 11:40,game tonight,,,False,normal
Outgoing,Kathryn Silva,Angela Jones,01/17/2025 07:16,01/17/2025 15:16,how are you?,,,False,normal
Incoming,Kimberly Harris,Dennis King,01/19/2025 17:23,01/20/2025 01:23,how are you?,,,False,normal
Incoming,Mrs. Kelly Adams,Victoria Fox,01/12/2025 08:38,01/12/2025 16:38,holiday plan,,,False,normal
Outgoing,Bryce Crawford,Thomas Jackson,01/10/2025 10:36,01/10/2025 18:36,jalan-jalan,,,False,normal
Outgoing,Linda Stout,Guy Fisher,01/19/2025 14:14,01/19/2025 22:14,shopping,,,False,normal
Outgoing,Mary Jimenez,Natalie Carter,01/07/2025 16:41,01/08/2025 00:41,paket,,,False,drug
Incoming,Joseph Miller,Brianna Waller,01/18/2025 11:46,01/18/2025 19:46,working late,,,False,normal
Incoming,Jillian Watts,Craig Vazquez,01/11/2025 06:00,01/11/2025 14:00,jom makan,,,False,normal
Outgoing,Stephanie Santana,Angela Mcdonald,01/10/2025 06:06,01/10/2025 14:06,see you at mall,,,False,normal
Outgoing,Michael Murphy,James Underwood,01/14/2025 04:35,01/14/2025 12:35,drive safe,,,False,normal
Outgoing,Kara Lewis,Blake Ross,01/08/2025 07:32,01/08/2025 15:32,ubat kuat,,,False,drug
Incoming,Nicole King,Ruth Turner,01/06/2025 03:59,01/06/2025 11:59,barang ori,,,False,drug
Incoming,Jeffrey Fitzpatrick,Mary Webster,01/11/2025 10:56,01/11/2025 18:56,assignment siap?,,,False,normal
Incoming,Anita Rios,Sarah Johnson,01/06/2025 18:17,01/07/2025 02:17,白粉,,,False,drug
Outgoing,Jessica Clark,Jon Wheeler,01/13/2025 06:39,01/13/2025 14:39,ok see you tomorrow,,,False,normal
Outgoing,Jeffrey Adams,Penny Schwartz,01/13/2025 20:15,01/14/2025 04:15,working late,,,False,normal
Incoming,Crystal Banks,Eric Hall,01/12/2025 17:50,01/13/2025 01:50,holiday plan,,,False,normal
Outgoing,Whitney Armstrong,Samuel Elliott,01/08/2025 16:06,01/09/2025 00:06,ice,,,False,drug
Incoming,Mark Fisher,Kenneth Reed,01/15/2025 21:43,01/16/2025 05:43,good night,,,False,normal
Incoming,Todd Carpenter,Raymond Shelton,01/09/2025 06:01,01/09/2025 14:01,line clear,,,False,drug
Outgoing,Jennifer Morgan,William Wright,01/16/2025 10:01,01/16/2025 18:01,meeting at 3pm,,,False,normal
Incoming,Sandra Sanders,Jeffrey Morrow,01/10/2025 12:06,01/10/2025 20:06,lunch break,,,False,normal
Incoming,Jeffrey Fitzgerald,Ronald Flores,01/08/2025 18:04,01/09/2025 02:04,gram,,,False,drug
Incoming,Amy Hodge,Michelle Serrano,01/04/2025 05:56,01/04/2025 13:56,火,,,False,drug
Incoming,Andrew Young,Jessica Shepherd,01/11/2025 00:32,01/11/2025 08:32,family dinner,,,False,normal
Outgoing,Sarah Greene,Lindsey Nunez,01/08/2025 15:14,01/08/2025 23:14,port biasa,,,False,drug
Incoming,Rhonda Smith,Mary Sanders,01/13/2025 20:23,01/14/2025 04:23,on the way,,,False,normal
